Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA3202AA	Yp3043	SRR4175442;ILLUMINA;Paired;;SRX2140663	Human	Human	Homo sapiens	2009				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731684	SRS1672586			2017-11-15	2017-08-29	YER_AA3202AA	Assembled	86	3.61	45257	4663113	Yersinia pestis;100.0%	199	6404	YER_CA9592AA_AS
YER_AA3203AA	Yp2963	SRR4175441;ILLUMINA;Paired;;SRX2140662	Human	Human	Homo sapiens	2006				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731683	SRS1672585			2017-11-15	2017-08-29	YER_AA3203AA	Assembled	80	3.61	47181	4673088	Yersinia pestis;100.0%	197	8760	YER_CA9591AA_AS
YER_AA3204AA	Yp3078	SRR4175440;ILLUMINA;Paired;;SRX2140661	Human	Human	Homo sapiens	2011				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731682	SRS1672584			2017-11-15	2017-08-29	YER_AA3204AA	Assembled	61	3.61	46608	4667822	Yersinia pestis;100.0%	198	5409	YER_CA9590AA_AS
YER_AA3205AA	Yp3042	SRR4175439;ILLUMINA;Paired;;SRX2140660	Human	Human	Homo sapiens	2009				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731681	SRS1672583			2017-11-15	2017-08-29	YER_AA3205AA	Assembled	57	3.61	45257	4657790	Yersinia pestis;100.0%	204	5897	YER_CA9589AA_AS
YER_AA3206AA	Yp3045	SRR4175438;ILLUMINA;Paired;;SRX2140659	Human	Human	Homo sapiens	2009				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731707	SRS1672582			2017-11-15	2017-08-29	YER_AA3206AA	Assembled	79	3.61	45257	4667457	Yersinia pestis;100.0%	204	6483	YER_CA9588AA_AS
YER_AA3207AA	Yp3016	SRR4175437;ILLUMINA;Paired;;SRX2140658	Human	Human	Homo sapiens	2007				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731680	SRS1672581			2017-11-15	2017-08-29	YER_AA3207AA	Assembled	59	3.61	45118	4660654	Yersinia pestis;100.0%	197	5842	YER_CA9587AA_AS
YER_AA3208AA	Yp3044	SRR4175436;ILLUMINA;Paired;;SRX2140657	Human	Human	Homo sapiens	2009				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731706	SRS1672580			2017-11-15	2017-08-29	YER_AA3208AA	Assembled	49	3.61	47069	4658838	Yersinia pestis;100.0%	196	7206	YER_CA9586AA_AS
YER_AA3209AA	Yp3023	SRR4175435;ILLUMINA;Paired;;SRX2140656	Human	Human	Homo sapiens	2008				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731705	SRS1672579			2017-11-15	2017-08-29	YER_AA3209AA	Assembled	100	3.61	46810	4665316	Yersinia pestis;100.0%	193	4683	YER_CA9585AA_AS
YER_AA3210AA	Yp3083	SRR4175434;ILLUMINA;Paired;;SRX2140655	Human	Human	Homo sapiens	2012				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731704	SRS1672578			2017-11-15	2017-08-29	YER_AA3210AA	Assembled	59	3.61	47600	4665412	Yersinia pestis;100.0%	194	5072	YER_CA9584AA_AS
YER_AA3211AA	Yp3059	SRR4175433;ILLUMINA;Paired;;SRX2140654	Human	Human	Homo sapiens	2011				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731703	SRS1672577			2017-11-15	2017-08-29	YER_AA3211AA	Assembled	80	3.61	45257	4665661	Yersinia pestis;100.0%	197	3719	YER_CA9583AA_AS
YER_AA3212AA	Yp3050	SRR4175432;ILLUMINA;Paired;;SRX2140653	Human	Human	Homo sapiens	2010				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731702	SRS1672576			2017-11-15	2017-08-29	YER_AA3212AA	Assembled	94	3.61	47152	4666478	Yersinia pestis;100.0%	194	6576	YER_CA9582AA_AS
YER_AA3213AA	Yp2991	SRR4175431;ILLUMINA;Paired;;SRX2140652	Human	Human	Homo sapiens	2007				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731701	SRS1672575			2017-11-15	2017-08-29	YER_AA3213AA	Assembled	82	3.61	47601	4658994	Yersinia pestis;100.0%	193	5702	YER_CA9581AA_AS
YER_AA3214AA	Yp2872	SRR4175430;ILLUMINA;Paired;;SRX2140651	Human	Human	Homo sapiens	2004				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731700	SRS1672574			2017-11-15	2017-08-29	YER_AA3214AA	Assembled	103	3.61	45257	4667321	Yersinia pestis;100.0%	202	6944	YER_CA9580AA_AS
YER_AA3215AA	Yp3079	SRR4175429;ILLUMINA;Paired;;SRX2140650	Human	Human	Homo sapiens	2012				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731699	SRS1672573			2017-11-15	2017-08-29	YER_AA3215AA	Assembled	81	3.61	45794	4666991	Yersinia pestis;100.0%	193	3283	YER_CA9579AA_AS
YER_AA3216AA	Yp3034	SRR4175428;ILLUMINA;Paired;;SRX2140649	Human	Human	Homo sapiens	2008				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731698	SRS1672572			2017-11-15	2017-08-29	YER_AA3216AA	Assembled	107	3.61	45300	4660856	Yersinia pestis;99.45%	203	7346	YER_CA9578AA_AS
YER_AA3217AA	Yp3014	SRR4175427;ILLUMINA;Paired;;SRX2140648	Human	Human	Homo sapiens	2007				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731697	SRS1672571			2017-11-15	2017-08-29	YER_AA3217AA	Assembled	46	3.61	45257	4657305	Yersinia pestis;100.0%	192	13239	YER_CA9577AA_AS
YER_AA3218AA	Yp3026	SRR4175426;ILLUMINA;Paired;;SRX2140647	Human	Human	Homo sapiens	2008				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731679	SRS1672570			2017-11-15	2017-08-29	YER_AA3218AA	Assembled	73	3.61	43397	4659785	Yersinia pestis;100.0%	201	5229	YER_CA9576AA_AS
YER_AA3219AA	Yp2947	SRR4175425;ILLUMINA;Paired;;SRX2140646	Human	Human	Homo sapiens	2006				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731696	SRS1672569			2017-11-15	2017-08-29	YER_AA3219AA	Assembled	133	3.61	47154	4664452	Yersinia pestis;100.0%	193	3571	YER_CA9575AA_AS
YER_AA3221AA	Yp3041	SRR4175423;ILLUMINA;Paired;;SRX2140644	Human	Human	Homo sapiens	2009				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731694	SRS1672566			2017-11-15	2017-08-29	YER_AA3221AA	Assembled	73	3.61	45118	4657098	Yersinia pestis;100.0%	201	9487	YER_CA9573AA_AS
YER_AA3222AA	Yp2983	SRR4175422;ILLUMINA;Paired;;SRX2140643	Human	Human	Homo sapiens	2007				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731693	SRS1672568			2017-11-15	2017-08-29	YER_AA3222AA	Assembled	80	3.61	45447	4673848	Yersinia pestis;100.0%	197	8311	YER_CA9572AA_AS
YER_AA3223AA	Yp2871	SRR4175421;ILLUMINA;Paired;;SRX2140642	Human	Human	Homo sapiens	2004				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731692	SRS1672565			2017-11-15	2017-08-29	YER_AA3223AA	Assembled	99	3.61	47163	4691977	Yersinia pestis;100.0%	191	4392	YER_CA9571AA_AS
YER_AA3224AA	Yp3048	SRR4175420;ILLUMINA;Paired;;SRX2140641	Human	Human	Homo sapiens	2009				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731691	SRS1672563			2017-11-15	2017-08-29	YER_AA3224AA	Assembled	98	3.61	47154	4665745	Yersinia pestis;100.0%	194	6392	YER_CA9570AA_AS
YER_AA3225AA	Yp3069	SRR4175419;ILLUMINA;Paired;;SRX2140640	Human	Human	Homo sapiens	2011				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731690	SRS1672564			2017-11-15	2017-08-29	YER_AA3225AA	Assembled	99	3.61	47163	4666586	Yersinia pestis;100.0%	199	5273	YER_CA9569AA_AS
YER_AA3226AA	Yp3010	SRR4175418;ILLUMINA;Paired;;SRX2140639	Wild Animal	Invertebrates	Siphonaptera	2007				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731689	SRS1672562			2017-11-15	2017-08-29	YER_AA3226AA	Assembled	71	3.61	45779	4660378	Yersinia pestis;100.0%	205	8462	YER_CA9568AA_AS
YER_AA3227AA	Yp2905	SRR4175417;ILLUMINA;Paired;;SRX2140638	Human	Human	Homo sapiens	2004				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731688	SRS1672561			2017-11-15	2017-08-29	YER_AA3227AA	Assembled	105	3.61	45779	4666077	Yersinia pestis;100.0%	199	4535	YER_CA9567AA_AS
YER_AA3228AA	Yp2856	SRR4175416;ILLUMINA;Paired;;SRX2140637	Human	Human	Homo sapiens	2003				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731687	SRS1672559			2017-11-15	2017-08-29	YER_AA3228AA	Assembled	82	3.61	45779	4667215	Yersinia pestis;100.0%	199	6582	YER_CA9566AA_AS
YER_AA3229AA	Yp2979	SRR4175415;ILLUMINA;Paired;;SRX2140636	Wild Animal	Rodent	Rattus rattus	2006				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731678	SRS1672560			2017-11-15	2017-08-29	YER_AA3229AA	Assembled	95	3.61	45118	4664800	Yersinia pestis;100.0%	206	5801	YER_CA9565AA_AS
YER_AA3232AA	8124_2	traces-0fiMYnO;Complete Genome;Single;;NA	Human	Human		1348				Europe	United Kingdom	England	Greater London	London				MCMASTER UNIVERSITY			Yersinia pestis		1348-1349 East Smithfield; use published SNPs							2017-12-13	2018-06-17	YER_AA3232AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9596AA_AS
YER_AA3234AA	6330_2	traces-0XBmZci;Complete Genome;Single;;NA	Human	Human		1375				Europe	United Kingdom	England	Greater London	London				MCMASTER UNIVERSITY			Yersinia pestis		1350-1400 East Smithfield; use published SNPs							2017-12-13	2018-06-17	YER_AA3234AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9599AA_AS
YER_AA3236AA	ES_pooled2	traces-0SZQFat;Complete Genome;Single;;NA	Human	Human		1348				Europe	United Kingdom							MCMASTER UNIVERSITY			Yersinia pestis		1348-1349 East Smithfield; mix of 3; used published SNPs							2017-12-13	2018-06-17	YER_AA3236AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9601AA_AS
YER_AA3237AA	11972_2	traces-0yPZojl;Complete Genome;Single;;NA	Human	Human		1348				Europe	United Kingdom							MCMASTER UNIVERSITY			Yersinia pestis		1348-1349 East Smithfield; use published SNPs							2017-12-13	2018-06-17	YER_AA3237AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9602AA_AS
YER_AA3240AA	8291_2	traces-0lGtbHF;Complete Genome;Single;;NA	Human	Human		1348				Europe	United Kingdom							MCMASTER UNIVERSITY			Yersinia pestis		1348-1349 East Smithfield; use published SNPs							2017-12-13	2018-06-17	YER_AA3240AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9605AA_AS
YER_AA3242AA	GEN_72	traces-0HHyyxI;Complete Genome;Single;;NA	Human	Human	tooth					Europe	Croatia							MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		2,884–2,640 BC; possible mixed infections							2017-12-13	2018-06-17	YER_AA3242AA	Assembled	1	NaN	4653724	4829847		4	NaN	YER_CA9607AA_AS
YER_AA3243AA	6Post	traces-0czQhvN;Complete Genome;Single;;NA	Human	Human	Tooth					Europe	Germany	Bavaria	Swabia	Augsburg				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		2,009–1,883 BC							2017-12-16	2018-06-20	YER_AA3243AA	Assembled	1	NaN	4653722	4829848		4	NaN	YER_CA9608AA_AS
YER_AA3244AA	3031_2 Barcelona	traces-0wjyBlQ;Complete Genome;Single;;NA	Human	Human	Molar	1360				Europe	Spain			Barcelona				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		calAD: 1300-1420							2017-12-16	2018-06-20	YER_AA3244AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9609AA_AS
YER_AA3246AA	AE1175_2	traces-0GqDyXx;Complete Genome;Single;;NA	Human	Human	sixth-century Bavarian burial					Europe	Germany							MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		Radiocarbon dating suggests the two individuals died between 426 and AD 571?cal (95.4% probability at 2 sigma); grave goods point to a burial in or after ~530�570							2017-12-16	2018-06-20	YER_AA3246AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9611AA_AS
YER_AA3247AA	549_O_2 Ellwangen	traces-0HyVcrq;Complete Genome;Single;;NA	Human	Human	Molar/ Incisor	1556				Europe	Germany			Ellwangen				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		calAD: 1485-1627							2017-12-16	2018-06-20	YER_AA3247AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9612AA_AS
YER_AA3250AA	OBS107_2	traces-0pCdPLx;Complete Genome;Single;;NA	Human	Human	Observance (OBS) collection; catastrophic burial for victims of the Great Plague of Marseille	1722				Europe	France			Marseille				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis									2017-12-16	2018-06-20	YER_AA3250AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9615AA_AS
YER_AA3252AA	OBS124_2	traces-0sNyEcM;Complete Genome;Single;;NA	Human	Human	Observance (OBS) collection; catastrophic burial for victims of the Great Plague of Marseille	1722				Europe	France			Marseille				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis									2017-12-16	2018-06-20	YER_AA3252AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9617AA_AS
YER_AA3253AA	OBS116_2	traces-0qFBZVB;Complete Genome;Single;;NA	Human	Human	Observance (OBS) collection; catastrophic burial for victims of the Great Plague of Marseille	1722				Europe	France			Marseille				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis									2017-12-16	2018-06-20	YER_AA3253AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9618AA_AS
YER_AA3254AA	RISE505	traces-0ZLTdEs;Complete Genome;Single;;NA	Human	Human	Andronovo culture					Europe	Russia	Altai Krai		Kytmanovo				S Rasmussen			Yersinia pestis		Andronovo culture 1746-1626 cal BC							2017-12-16	2018-06-20	YER_AA3254AA	Assembled	1	NaN	4653715	4829839		4	NaN	YER_CA9619AA_AS
YER_AA3255AA	KunilaII	traces-0qoYfeb;Complete Genome;Single;;NA	Human	Human	Tooth					Europe	Estonia	Pärnumaa	Lääneranna vald	Kunila				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		2,576–2,340 BC							2017-12-16	2018-06-20	YER_AA3255AA	Assembled	1	NaN	4653726	4829850		4	NaN	YER_CA9620AA_AS
YER_AA3257AA	OBS110_2	traces-0aJKqWn;Complete Genome;Single;;NA	Human	Human	Observance (OBS) collection; catastrophic burial for victims of the Great Plague of Marseille	1722				Europe	France			Marseille				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis									2017-12-16	2018-06-20	YER_AA3257AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9622AA_AS
YER_AA3258AA	OBS137_2	traces-0dtsbQa;Complete Genome;Single;;NA	Human	Human	Observance (OBS) collection; catastrophic burial for victims of the Great Plague of Marseille	1722				Europe	France			Marseille				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis									2017-12-16	2018-06-20	YER_AA3258AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9623AA_AS
YER_AA3259AA	2370_2 Bolgar	traces-0LrRVfq;Complete Genome;Single;;NA	Human	Human	Molar	1381				Europe	Russia			Bolgar				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		calAD: 1298-1388; archaeology: 1362-1400							2017-12-16	2018-06-20	YER_AA3259AA	Assembled	1	NaN	4653728	4829855		4	NaN	YER_CA9624AA_AS
YER_AA3260AA	RISE509	traces-0gMiovk;Complete Genome;Single;;NA	Human	Human						Europe	Russia							S Rasmussen			Yersinia pestis		Afanasievo culture, 2887-2677 cal BC							2017-12-16	2018-06-20	YER_AA3260AA	Assembled	1	NaN	4653732	4829857		4	NaN	YER_CA9625AA_AS
YER_AA3264AA	Gyvakarai1	traces-0sipiRb;Complete Genome;Single;;NA	Human	Human	Tooth					Europe	Lithuania	Panevėžys	Kupiškis District Municipality	Gyvakarai				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		2,578–2,491 BC							2017-12-18	2018-06-22	YER_AA3264AA	Assembled	1	NaN	4653725	4829847		4	NaN	YER_CA9628AA_AS
YER_AA3265AA	RK1001	traces-0GgAWKt;Complete Genome;Single;;NA	Human	Human	Tooth					Europe	Russia							MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		2,879–2,673 BC							2017-12-18	2018-06-22	YER_AA3265AA	Assembled	1	NaN	4653764	4829888		4	NaN	YER_CA9631AA_AS
YER_AA3266AA	1343Un Tal85	traces-0osyhMw;Complete Genome;Single;;NA	Human	Human	Tooth					Europe	Germany			Augsburg				MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY			Yersinia pestis		2,397–2,149 BC							2017-12-18	2018-06-22	YER_AA3266AA	Assembled	1	NaN	4653708	4829830		4	NaN	YER_CA9630AA_AS
YER_AA3385AA	SCPM-O-DNA-15 (I-2236)	SRR6794313;ILLUMINA;Paired;;SRX3753334				1972												SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN08625967	SRS3009354			2018-03-01	2018-03-01	YER_AA3385AA	Assembled	57	4	52715	4611005	Yersinia pestis;100.0%	181	25128	YER_CA9749AA_AS
YER_AA3387AA	SCPM-O-DNA-17 (I-2457)	SRR6794315;ILLUMINA;Paired;;SRX3753332				1973												SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN08625969	SRS3009352			2018-03-01	2018-03-01	YER_AA3387AA	Assembled	43	4	46984	4679454	Yersinia pestis;100.0%	226	32858	YER_CA9747AA_AS
YER_AA3388AA	SCPM-O-DNA-16 (I-2422 pMT+)	SRR6794316;ILLUMINA;Paired;;SRX3753331				1974				Asia	Mongolia							SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN08625968	SRS3009351			2018-03-01	2018-03-01	YER_AA3388AA	Assembled	45	4	54810	4678360	Yersinia pestis;100.0%	193	28483	YER_CA9746AA_AS
YER_AA3507AA	A-1836	GCA_002412255;Contig;;;	Wild Animal	Rodent	Marmota baibacina	1983	3			Asia	Kyrgyzstan	Issyk-Kul Region						Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA322440		SAMN05162891				2018-06-09	2017-10-03	YER_AA3507AA	Assembled	1	NaN	33846	4613199		300	0	YER_CA9865AA_AS
YER_AA3508AA	A-1691	GCA_002412245;Contig;;;				1971	7			Asia	Kyrgyzstan							Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA322252		SAMN05150065				2018-06-09	2017-10-03	YER_AA3508AA	Assembled	1	NaN	23689	4615196		399	0	YER_CA9866AA_AS
YER_AA3509AA	5M	GCA_003074535;Contig;;;	Wild Animal	Rodent	Oropsylla silantiewi	1952				Asia	Kyrgyzstan							Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA448820		SAMN08866745				2018-06-09	2018-04-30	YER_AA3509AA	Assembled	1	NaN	41994	4531579		240	0	YER_CA9867AA_AS
YER_AA3510AA	262	GCA_003074595;Contig;;;	Wild Animal	Rodent	Marmota baibacina	1967				Asia	Kyrgyzstan							Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA448814		SAMN08866640				2018-06-09	2018-04-30	YER_AA3510AA	Assembled	1	NaN	41459	4532410		249	0	YER_CA9868AA_AS
YER_AA3511AA	A-1486	GCA_002412225;Contig;;;	Wild Animal	Rodent	Marmota caudata	1966	11			Asia	Kyrgyzstan							Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA322242		SAMN05149973				2018-06-09	2017-10-03	YER_AA3511AA	Assembled	1	NaN	23688	4564774		499	0	YER_CA9869AA_AS
YER_AA3512AA	231(708)	GCA_000734805;Contig;;;	Wild Animal	Rodent	Marmota baibacina corpse	1947				Asia	Kyrgyzstan							Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA247716		SAMN02777961				2018-06-09	2014-07-28	YER_AA3512AA	Assembled	1	NaN	28733	4568801		298	0	YER_CA9870AA_AS
YER_AA3513AA	КМ682 / I1996	GCA_001601285;Contig;;;	Wild Animal	Rodent	Spermophilus dauricus	1980				Europe	Russia	Zabaykalsky Krai				50.609718	115.708895	Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA306613		SAMN04357319				2018-06-09	2016-03-28	YER_AA3513AA	Assembled	1	NaN	36268	4605196		285	0	YER_CA9918AA_AS
YER_AA3514AA	КМ932 (I-3223)	GCA_003074315;Contig;;;	Wild Animal	Rodent	Citellophilus tesquorum	1987	7			Europe	Russia	Tuva						Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA325206		SAMN05225379				2018-06-09	2018-04-30	YER_AA3514AA	Assembled	1	NaN	24414	4681103		563	0	YER_CA9872AA_AS
YER_AA3515AA	M-1944	GCA_003086015;Contig;;;	Wild Animal	Rodent	Marmota sibirica	2012	8			Europe	Russia	Tuva	Mongun-Tayginskiy Rayon					Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA322436		SAMN05162583				2018-06-09	2018-05-02	YER_AA3515AA	Assembled	1	NaN	26678	4582641		628	0	YER_CA9873AA_AS
YER_AA3516AA	1454	GCA_003074255;Contig;;;	Wild Animal	Rodent	Urocitellus undulatus	2012	6			Europe	Russia	Altai Republic	Kosh-Agachsky District	Kosh-Agach				Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA325198		SAMN05225371				2018-06-09	2018-04-30	YER_AA3516AA	Assembled	1	NaN	36087	4637608		306	0	YER_CA9874AA_AS
YER_AA3517AA	517	GCA_003085915;Contig;;;	Human	Human	Homo sapiens	2014	9			Europe	Russia	Altai Republic	Kosh-Agachsky District	Mukhor-Tarkhata		49.989414	88.538968	Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA322145		SAMN05017795				2018-06-09	2018-05-02	YER_AA3517AA	Assembled	1	NaN	42648	4656448		225	0	YER_CA9875AA_AS
YER_AA3518AA	338	GCA_003074155;Contig;;;				2015	6			Europe	Russia	Altai Republic	Kosh-Agachsky District	Kosh-Agach				Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA325076		SAMN05219204				2018-06-09	2018-04-30	YER_AA3518AA	Assembled	1	NaN	37037	4652440		299	0	YER_CA9876AA_AS
YER_AA3519AA	KM918	GCA_001559935;Contig;;;	Wild Animal	Rodent	Ctenophthalmus orientalis	1989				Europe	Russia	Kabardino-Balkaria				43.47001	42.99279	Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA305705		SAMN04331740				2018-06-09	2016-02-11	YER_AA3519AA	Assembled	1	NaN	24044	4552595		402	0	YER_CA9877AA_AS
YER_AA3520AA	KM919 / C-627	GCA_003074275;Contig;;;	Wild Animal	Rodent	Coleophora tesquorum	1986	8			Europe	Russia	Kabardino-Balkaria	Zolsky District					Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA325200		SAMN05225373				2018-06-09	2018-04-30	YER_AA3520AA	Assembled	1	NaN	16603	4476360		676	0	YER_CA9878AA_AS
YER_AA3521AA	M-978	GCF_001613885;Contig;;;	Wild Animal	Rodent	Spermophilus pygmaeus	1990				Europe	Russia					47.10023	45.707252	Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA224116		SAMN04364306				2018-06-09	2016-04-07	YER_AA3521AA	Assembled	1	NaN	25920	4589918		435	0	YER_CA9879AA_AS
YER_AA3522AA	M-1484	GCA_001617725;Contig;;;	Wild Animal	Rodent	Citellus pygmaeus	1992				Europe	Russia							Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA307152		SAMN04376037				2018-06-09	2016-04-08	YER_AA3522AA	Assembled	1	NaN	30419	4519703		404	0	YER_CA9880AA_AS
YER_AA3523AA	M-1773	GCA_003085855;Contig;;;	Wild Animal	Rodent	Meriones meridianus	2002	5			Europe	Russia	Astrakhan Oblast	Krasnoyarsky District			46.585543	48.448379	Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA322137		SAMN05017702				2018-06-09	2018-05-02	YER_AA3523AA	Assembled	1	NaN	35457	4566266		284	0	YER_CA9881AA_AS
YER_AA3524AA	M-1864	GCA_001595585;Contig;;;	Wild Animal	Rodent	Meriones meridianus	2009				Europe	Russia	Kalmykia	Lagansky District			45.217463	47.062677	Russian Research Anti-Plague Institute 'Microbe'			Yersinia pestis			PRJNA305573		SAMN04329024				2018-06-09	2016-03-21	YER_AA3524AA	Assembled	1	NaN	36185	4569596		292	0	YER_CA9882AA_AS
