id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleSerovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostHealthState	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1456	2442698	SAMN02442698			SRS514397	Generic sample from Yersinia pestis	LP14a		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.853	2014-01-29T00:44:03.273	2014-01-29T00:44:03.273	McMaster University	REMOVE: Low Coverage Ancient
1457	2442697	SAMN02442697			SRS514395	Generic sample from Yersinia pestis	LP12b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.800	2014-01-29T00:44:03.230	2014-01-29T00:44:03.230	McMaster University	REMOVE: Low Coverage Ancient
1458	2442696	SAMN02442696			SRS514393	Generic sample from Yersinia pestis	LP12a		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.730	2014-01-29T00:44:03.190	2014-01-29T00:44:03.190	McMaster University	REMOVE: Low Coverage Ancient
1459	2442695	SAMN02442695			SRS514392	Generic sample from Yersinia pestis	LP07U		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.670	2014-01-29T00:44:03.153	2014-01-29T00:44:03.153	McMaster University	REMOVE: Low Coverage Ancient
1460	2442694	SAMN02442694			SRS514391	Generic sample from Yersinia pestis	LP07		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.613	2014-01-29T00:44:03.097	2014-01-29T00:44:03.097	McMaster University	REMOVE: Low Coverage Ancient
1461	2442693	SAMN02442693			SRS514389	Generic sample from Yersinia pestis	LP05U		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.527	2014-01-29T00:44:03.057	2014-01-29T00:44:03.057	McMaster University	REMOVE: Low Coverage Ancient
1462	2442692	SAMN02442692			SRS514388	Generic sample from Yersinia pestis	LP05		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.327	2014-01-29T00:44:02.957	2014-01-29T00:44:02.957	McMaster University	REMOVE: Low Coverage Ancient
1463	1902218	SAMN01902218			SRS388210	General Sample for Yersinia pestis str. G1670	G1670		Generic.1.0			Yersinia pestis G1670		G1670	650055													2013-01-25T10:00:09.170	2013-11-15T08:39:12.807	2013-01-27T10:53:32.033	US Army Edgewood Chemical Biological Center	KEEP: Undetermined
1464	1909378	SAMN01909378			SRS391123	General Sample for Yersinia pestis G1670A	G1670A		Generic.1.0			Yersinia pestis G1670A		G1670A	1291550													2013-02-04T16:18:08.053	2013-09-27T11:06:29.907	2013-02-16T23:52:06.293	US Army Edgewood Chemical Biological Center	KEEP: Undetermined
1465	739929	SAMN00739929			SRS267443	Yersinia pestis PY-01	YPPY01		Generic.1.0			Yersinia pestis PY-01		PY-01	992127													2011-10-20T13:49:06.843	2013-06-13T14:01:45.150	2011-10-20T13:49:07.093	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1466	710637	SAMN00710637			SRS258342	Yersinia pestis PY-02	YPPY02		Generic.1.0			Yersinia pestis PY-02		PY-02	992128													2011-08-22T21:42:04.677	2013-06-12T09:12:52.670	2011-08-22T21:42:04.850	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1467	706783	SAMN00706783			SRS256247	Yersinia pestis PY-99	YPPY99		Generic.1.0			Yersinia pestis PY-99		PY-99	992180													2011-08-11T12:52:07.100	2013-06-12T09:11:28.500	2011-08-11T12:52:07.270	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1468	706755	SAMN00706755			SRS256219	Yersinia pestis PY-98	YPPY98		Generic.1.0			Yersinia pestis PY-98		PY-98	992179													2011-08-10T19:14:08.547	2013-06-12T09:08:52.023	2011-08-10T19:14:08.717	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1469	706754	SAMN00706754			SRS256218	Yersinia pestis PY-96	YPPY96		Generic.1.0			Yersinia pestis PY-96		PY-96	992178													2011-08-10T19:09:07.300	2013-06-12T09:08:43.807	2011-08-10T19:09:07.483	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1470	706753	SAMN00706753			SRS256217	Yersinia pestis PY-95	YPPY95		Generic.1.0			Yersinia pestis PY-95		PY-95	992177													2011-08-10T18:49:07.277	2013-06-12T09:11:28.340	2011-08-10T18:49:07.427	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1471	706752	SAMN00706752			SRS256216	Yersinia pestis PY-94	YPPY94		Generic.1.0			Yersinia pestis PY-94		PY-94	992176													2011-08-10T18:43:05.993	2013-06-12T09:11:28.253	2011-08-10T18:43:06.170	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1472	706751	SAMN00706751			SRS256215	Yersinia pestis PY-93	YPPY93		Generic.1.0			Yersinia pestis PY-93		PY-93	992175													2011-08-10T17:23:05.900	2013-06-12T09:11:28.183	2011-08-10T17:23:06.067	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1473	704295	SAMN00704295			SRS256209	Yersinia pestis PY-92	YPPY92		Generic.1.0			Yersinia pestis PY-92		PY-92	992174													2011-08-10T14:51:05.710	2013-06-12T09:11:28.120	2011-08-10T14:51:05.993	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1474	704294	SAMN00704294			SRS256208	Yersinia pestis PY-91	YPPY91		Generic.1.0			Yersinia pestis PY-91		PY-91	992173													2011-08-10T14:50:05.737	2013-06-12T09:11:28.050	2011-08-10T14:50:06.157	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1475	704293	SAMN00704293			SRS256207	Yersinia pestis PY-90	YPPY90		Generic.1.0			Yersinia pestis PY-90		PY-90	992172													2011-08-10T14:47:07.337	2013-06-12T09:11:27.990	2011-08-10T14:47:07.467	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1476	704292	SAMN00704292			SRS256206	Yersinia pestis PY-89	YPPY89		Generic.1.0			Yersinia pestis PY-89		PY-89	992171													2011-08-10T14:46:05.870	2013-06-12T09:08:51.960	2011-08-10T14:46:06.020	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1477	704291	SAMN00704291			SRS256205	Yersinia pestis PY-88	YPPY88		Generic.1.0			Yersinia pestis PY-88		PY-88	992170													2011-08-10T14:44:05.540	2013-06-12T09:08:43.613	2011-08-10T14:44:06.703	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1478	704290	SAMN00704290			SRS256204	Yersinia pestis PY-76	YPPY76		Generic.1.0			Yersinia pestis PY-76		PY-76	992169													2011-08-10T14:42:06.280	2013-06-12T09:08:51.933	2011-08-10T14:42:06.560	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1479	704289	SAMN00704289			SRS256203	Yersinia pestis PY-72	YPPY72		Generic.1.0			Yersinia pestis PY-72		PY-72	992168													2011-08-10T14:40:05.147	2013-06-12T09:08:43.553	2011-08-10T14:40:05.433	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1480	704288	SAMN00704288			SRS256202	Yersinia pestis PY-71	YPPY71		Generic.1.0			Yersinia pestis PY-71		PY-71	992167													2011-08-10T14:38:04.827	2013-06-12T09:12:42.767	2011-08-10T14:38:05.177	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1481	704287	SAMN00704287			SRS256201	Yersinia pestis PY-65	YPPY65		Generic.1.0			Yersinia pestis PY-65		PY-65	992165													2011-08-10T14:36:04.533	2013-06-12T09:12:42.700	2011-08-10T14:36:04.717	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1482	704286	SAMN00704286			SRS256200	Yersinia pestis PY-60	YPPY60		Generic.1.0			Yersinia pestis PY-60		PY-60	992161													2011-08-10T14:34:06.263	2013-06-12T09:12:42.630	2011-08-10T14:34:06.460	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1483	704285	SAMN00704285			SRS256199	Yersinia pestis PY-56	YPPY56		Generic.1.0			Yersinia pestis PY-56		PY-56	992158													2011-08-10T14:31:05.853	2013-06-12T09:12:42.547	2011-08-10T14:31:06.910	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1484	704284	SAMN00704284			SRS256198	Yersinia pestis PY-66	YPPY66		Generic.1.0			Yersinia pestis PY-66		PY-66	992166													2011-08-10T14:29:05.770	2013-06-12T09:08:43.473	2011-08-10T14:29:05.937	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1485	704283	SAMN00704283			SRS256197	Yersinia pestis PY-64	YPPY64		Generic.1.0			Yersinia pestis PY-64		PY-64	992164													2011-08-10T14:27:07.160	2013-06-12T09:08:51.907	2011-08-10T14:27:07.477	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1486	704282	SAMN00704282			SRS256196	Yersinia pestis PY-63	YPPY63		Generic.1.0			Yersinia pestis PY-63		PY-63	992163													2011-08-10T14:26:05.150	2013-06-12T09:08:43.383	2011-08-10T14:26:05.393	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1487	704281	SAMN00704281			SRS256195	Yersinia pestis PY-61	YPPY61		Generic.1.0			Yersinia pestis PY-61		PY-61	992162													2011-08-10T14:24:06.147	2013-06-12T09:08:51.870	2011-08-10T14:24:06.523	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1488	704280	SAMN00704280			SRS256194	Yersinia pestis PY-59	YPPY59		Generic.1.0			Yersinia pestis PY-59		PY-59	992160													2011-08-10T14:23:05.570	2013-06-12T09:11:27.927	2011-08-10T14:23:05.817	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1489	704279	SAMN00704279			SRS256193	Yersinia pestis PY-58	YPPY58		Generic.1.0			Yersinia pestis PY-58		PY-58	992159													2011-08-10T14:21:05.873	2013-06-12T09:11:27.867	2011-08-10T14:21:06.013	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1490	704278	SAMN00704278			SRS256192	Yersinia pestis PY-48	YPPY48		Generic.1.0			Yersinia pestis PY-48		PY-48	992153													2011-08-10T14:19:05.780	2013-06-12T09:11:27.797	2011-08-10T14:19:05.923	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1491	704277	SAMN00704277			SRS256191	Yersinia pestis PY-46	YPPY46		Generic.1.0			Yersinia pestis PY-46		PY-46	992151													2011-08-10T14:16:05.640	2013-06-12T09:11:27.733	2011-08-10T14:16:05.807	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1492	704276	SAMN00704276			SRS256190	Yersinia pestis PY-52	YPPY52		Generic.1.0			Yersinia pestis PY-52		PY-52	992154													2011-08-10T14:14:06.747	2013-06-12T09:11:27.667	2011-08-10T14:14:06.903	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1493	704275	SAMN00704275			SRS256189	Yersinia pestis PY-55	YPPY55		Generic.1.0			Yersinia pestis PY-55		PY-55	992157													2011-08-10T14:13:06.357	2013-06-12T09:08:43.320	2011-08-10T14:13:06.563	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1494	704274	SAMN00704274			SRS256188	Yersinia pestis PY-53	YPPY53		Generic.1.0			Yersinia pestis PY-53		PY-53	992155													2011-08-10T14:11:06.037	2013-06-12T09:08:51.843	2011-08-10T14:11:06.213	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1495	704273	SAMN00704273			SRS256187	Yersinia pestis PY-47	YPPY47		Generic.1.0			Yersinia pestis PY-47		PY-47	992152													2011-08-10T14:10:04.540	2013-06-12T09:08:43.253	2011-08-10T14:10:04.733	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1496	704272	SAMN00704272			SRS256186	Yersinia pestis PY-45	YPPY45		Generic.1.0			Yersinia pestis PY-45		PY-45	992150													2011-08-10T14:08:05.677	2013-06-12T09:08:51.813	2011-08-10T14:08:05.963	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1497	704271	SAMN00704271			SRS256185	Yersinia pestis PY-54	YPPY54		Generic.1.0			Yersinia pestis PY-54		PY-54	992156													2011-08-10T14:08:05.087	2013-06-12T09:12:42.477	2011-08-10T14:08:05.370	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1498	704270	SAMN00704270			SRS256184	Yersinia pestis PY-42	YPPY42		Generic.1.0			Yersinia pestis PY-42		PY-42	992149													2011-08-10T14:05:06.090	2013-06-12T09:12:42.413	2011-08-10T14:05:06.373	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1499	704269	SAMN00704269			SRS256183	Yersinia pestis PY-32	YPPY32		Generic.1.0			Yersinia pestis PY-32		PY-32	992146													2011-08-10T14:03:06.323	2013-06-12T09:12:42.353	2011-08-10T14:03:06.530	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1500	704268	SAMN00704268			SRS256182	Yersinia pestis PY-36	YPPY36		Generic.1.0			Yersinia pestis PY-36		PY-36	992148													2011-08-10T14:01:04.577	2013-06-12T09:12:42.280	2011-08-10T14:01:04.803	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1501	704267	SAMN00704267			SRS256181	Yersinia pestis PY-34	YPPY34		Generic.1.0			Yersinia pestis PY-34		PY-34	992147													2011-08-10T13:59:05.727	2013-06-12T09:08:51.783	2011-08-10T13:59:05.960	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1502	704266	SAMN00704266			SRS256180	Yersinia pestis PY-29	YPPY29		Generic.1.0			Yersinia pestis PY-29		PY-29	992145													2011-08-10T13:58:06.720	2013-06-12T09:08:43.150	2011-08-10T13:58:06.987	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1503	704265	SAMN00704265			SRS256179	Yersinia pestis PY-25	YPPY25		Generic.1.0			Yersinia pestis PY-25		PY-25	992144													2011-08-10T13:57:06.480	2013-06-12T09:08:51.717	2011-08-10T13:57:06.730	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1504	704257	SAMN00704257			SRS256171	Yersinia pestis PY-113	YPPY113		Generic.1.0			Yersinia pestis PY-113		PY-113	992185													2011-08-10T11:49:04.900	2013-06-12T09:08:43.070	2011-08-10T11:49:05.023	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1505	704256	SAMN00704256			SRS256170	Yersinia pestis PY-102	YPPY102		Generic.1.0			Yersinia pestis PY-102		PY-102	992183													2011-08-10T11:47:06.317	2013-06-12T09:08:51.690	2011-08-10T11:47:06.463	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1506	704255	SAMN00704255			SRS256169	Yersinia pestis PY-103	YPPY103		Generic.1.0			Yersinia pestis PY-103		PY-103	992184													2011-08-10T11:46:05.823	2013-06-12T09:08:42.997	2011-08-10T11:46:06.070	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1507	704254	SAMN00704254			SRS256168	Yersinia pestis PY-101	YPPY101		Generic.1.0			Yersinia pestis PY-101		PY-101	992182													2011-08-10T11:44:06.387	2013-06-12T09:12:42.220	2011-08-10T11:44:06.547	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1508	704253	SAMN00704253			SRS256167	Yersinia pestis PY-100	YPPY100		Generic.1.0			Yersinia pestis PY-100		PY-100	992181													2011-08-10T11:42:05.943	2013-06-12T09:12:42.153	2011-08-10T11:42:06.080	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1509	704252	SAMN00704252			SRS256166	Yersinia pestis PY-19	YPPY19		Generic.1.0			Yersinia pestis PY-19		PY-19	992143													2011-08-10T11:40:04.753	2013-06-12T09:12:42.080	2011-08-10T11:40:04.903	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1510	704251	SAMN00704251			SRS256165	Yersinia pestis PY-16	YPPY16		Generic.1.0			Yersinia pestis PY-16		PY-16	992142													2011-08-10T11:39:06.293	2013-06-12T09:12:42.007	2011-08-10T11:39:06.403	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1511	704250	SAMN00704250			SRS256164	Yersinia pestis PY-15	YPPY15		Generic.1.0			Yersinia pestis PY-15		PY-15	992141													2011-08-10T11:38:05.513	2013-06-12T09:08:42.920	2011-08-10T11:38:05.877	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1512	704249	SAMN00704249			SRS256163	Yersinia pestis PY-14	YPPY14		Generic.1.0			Yersinia pestis PY-14		PY-14	992140													2011-08-10T11:36:06.490	2013-06-12T09:08:51.660	2011-08-10T11:36:06.677	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1513	704248	SAMN00704248			SRS256162	Yersinia pestis PY-13	YPPY13		Generic.1.0			Yersinia pestis PY-13		PY-13	992139													2011-08-10T11:35:05.063	2013-06-12T09:08:42.830	2011-08-10T11:35:05.307	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1514	704247	SAMN00704247			SRS256161	Yersinia pestis PY-12	YPPY12		Generic.1.0			Yersinia pestis PY-12		PY-12	992138													2011-08-10T11:33:05.383	2013-06-12T09:08:51.633	2011-08-10T11:33:05.580	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1515	704246	SAMN00704246			SRS256160	Yersinia pestis PY-11	YPPY11		Generic.1.0			Yersinia pestis PY-11		PY-11	992137													2011-08-10T11:32:06.270	2013-06-12T09:11:27.603	2011-08-10T11:32:06.403	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1516	704244	SAMN00704244			SRS256158	Yersinia pestis PY-10	YPPY10		Generic.1.0			Yersinia pestis PY-10		PY-10	992136													2011-08-10T11:30:06.473	2013-06-12T09:11:27.477	2011-08-10T11:30:06.720	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1517	704243	SAMN00704243			SRS256157	Yersinia pestis PY-09	YPPY09		Generic.1.0			Yersinia pestis PY-09		PY-09	992135													2011-08-10T11:28:07.030	2013-06-12T09:11:27.410	2011-08-10T11:28:07.250	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1518	704242	SAMN00704242			SRS256156	Yersinia pestis PY-08	YPPY08		Generic.1.0			Yersinia pestis PY-08		PY-08	992134													2011-08-10T11:25:05.267	2013-06-12T09:08:51.607	2011-08-10T11:25:05.477	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1519	704241	SAMN00704241			SRS256155	Yersinia pestis PY-07	YPPY07		Generic.1.0			Yersinia pestis PY-07		PY-07	992133													2011-08-10T11:23:06.280	2013-06-12T09:08:42.760	2011-08-10T11:23:06.430	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1520	704240	SAMN00704240			SRS256154	Yersinia pestis PY-06	YPPY06		Generic.1.0			Yersinia pestis PY-06		PY-06	992132													2011-08-10T11:19:06.563	2013-06-12T09:08:51.580	2011-08-10T11:19:06.717	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1521	704239	SAMN00704239			SRS256153	Yersinia pestis PY-05	YPPY05		Generic.1.0			Yersinia pestis PY-05		PY-05	992131													2011-08-10T11:17:06.080	2013-06-12T09:08:42.653	2011-08-10T11:17:06.353	Institute for Genome Sciences
 University of MD School of Medicine	REMOVE: Duplicate Record
1522	704077	SAMN00704077			SRS255995	Yersinia pestis PY-04	YPPY04		Generic.1.0			Yersinia pestis PY-04		PY-04	992130													2011-08-09T15:15:06.147	2013-06-12T09:11:27.340	2011-08-09T15:15:06.733	Institute for Genome Sciences
