BioSampleAccession	AssemblyFTPGenbank	SRARunAccession	BioSampleStrain	BioSampleCollectionDate	BioSampleHost	BioSampleGeographicLocation	BioSampleBiovar	PubmedArticleTitle	PubmedAuthorsLastName	AssemblyContigCount	AssemblyTotalLength	NucleotideGenes	NucleotideGenesTotal	NucleotidePseudoGenes	NucleotidePseudoGenesTotal	NucleotiderRNAs	AssemblySubmissionDate	SRARunPublishDate	BioSampleComment
SAMN02403055	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/405/GCA_000324405.1_ASM32440v1		CMCC84046					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1137	4517175						2012/12/07 00:00		
SAMN02403054	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/385/GCA_000324385.1_ASM32438v1		CMCC84038					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	2446	4438544						2012/12/07 00:00		
SAMN02403053	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/365/GCA_000324365.1_ASM32436v1		CMCC84033					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1055	4459052						2012/12/07 00:00		
SAMN02403052	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/345/GCA_000324345.1_ASM32434v1		CMCC8211					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	797	4417626						2012/12/07 00:00		
SAMN02403051	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/325/GCA_000324325.1_ASM32432v1		CMCC71001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1744	4254189						2012/12/07 00:00		
SAMN02403050	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/305/GCA_000324305.1_ASM32430v1		CMCC67001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1099	4340671						2012/12/07 00:00		
SAMN02403049	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/285/GCA_000324285.1_ASM32428v1		CMCC640047					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1490	4305752						2012/12/07 00:00		
SAMN02403048	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/265/GCA_000324265.1_ASM32426v1		CMCC64001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	955	4360492						2012/12/07 00:00		
SAMN02403047	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/245/GCA_000324245.1_ASM32424v1		CMCC51020					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1118	4420992						2012/12/07 00:00		
SAMN02403046	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/225/GCA_000324225.1_ASM32422v1		CMCC49003					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	795	4534555						2012/12/07 00:00		
SAMN02403045	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/205/GCA_000324205.1_ASM32420v1		CMCC43032					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1049	4512744						2012/12/07 00:00		
SAMN02403044	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/185/GCA_000324185.1_ASM32418v1		CMCC42007					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1040	4440824						2012/12/07 00:00		
SAMN02403043	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/165/GCA_000324165.1_ASM32416v1		CMCC38001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1030	4483258						2012/12/07 00:00		
SAMN02403042	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/145/GCA_000324145.1_ASM32414v1		CMCC348002					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	846	4571405						2012/12/07 00:00		
SAMN02403041	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/125/GCA_000324125.1_ASM32412v1		CMCC347001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1207	4514951						2012/12/07 00:00		
SAMN02403040	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/105/GCA_000324105.1_ASM32410v1		CMCC31004					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1229	4413744						2012/12/07 00:00		
SAMN02403039	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/085/GCA_000324085.1_ASM32408v1		CMCC27002					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1451	4282597						2012/12/07 00:00		
SAMN02403038	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/065/GCA_000324065.1_ASM32406v1		CMCC21106					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1387	4251990						2012/12/07 00:00		
SAMN02403037	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/045/GCA_000324045.1_ASM32404v1		CMCC18019					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1478	4495992						2012/12/07 00:00		
SAMN02403036	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/025/GCA_000324025.1_ASM32402v1		CMCC125002					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	790	4518010						2012/12/07 00:00		
SAMN02403035	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/005/GCA_000324005.1_ASM32400v1		CMCC12003					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1045	4341435						2012/12/07 00:00		
SAMN02403034	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/985/GCA_000323985.1_ASM32398v1		CMCC114001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1664	4231517						2012/12/07 00:00		
SAMN02403033	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/965/GCA_000323965.1_ASM32396v1		CMCC11001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1100	4423348						2012/12/07 00:00		
SAMN02403032	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/945/GCA_000323945.1_ASM32394v1		CMCC107004					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	2814	4455583						2012/12/07 00:00		
SAMN02403031	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/925/GCA_000323925.1_ASM32392v1		CMCC106002					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1176	4424589						2012/12/07 00:00		
SAMN02403030	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/905/GCA_000323905.1_ASM32390v1		CMCC104003					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1387	4494768						2012/12/07 00:00		
SAMN02403029	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/885/GCA_000323885.1_ASM32388v1		CMCC10012					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1001	4435712						2012/12/07 00:00		
SAMN02403028	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/865/GCA_000323865.1_ASM32386v1		CMCC05013					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1360	4395097						2012/12/07 00:00		
SAMN02403027	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/845/GCA_000323845.1_ASM32384v1		CMCC05009					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1501	4501730						2012/12/07 00:00		
SAMN02403026	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/825/GCA_000323825.1_ASM32382v1		CMCC03001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1082	4366616						2012/12/07 00:00		
SAMN02403025	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/805/GCA_000323805.1_ASM32380v1		CMCC02041					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1281	4489186						2012/12/07 00:00		
SAMN02403024	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/785/GCA_000323785.1_ASM32378v1		C1989001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	934	4588735						2012/12/07 00:00		
SAMN02403023	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/765/GCA_000323765.1_ASM32376v1		C1976001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	979	4546693						2012/12/07 00:00		
SAMN02403022	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/745/GCA_000323745.1_ASM32374v1		C1975003					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1452	4365481						2012/12/07 00:00		
SAMN02403020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/725/GCA_000323725.1_ASM32372v1		A1973001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1539	4413119						2012/12/07 00:00		
SAMN02403019	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/705/GCA_000323705.1_ASM32370v1		A1956001					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	852	4508534						2012/12/07 00:00		
SAMN02403018	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/685/GCA_000323685.1_ASM32368v1		970754					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1104	4348631						2012/12/07 00:00		
SAMN02403017	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/665/GCA_000323665.1_ASM32366v1		945					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1243	4226749						2012/12/07 00:00		
SAMN02403016	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/645/GCA_000323645.1_ASM32364v1		91					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	906	4366271						2012/12/07 00:00		
SAMN02403015	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/625/GCA_000323625.1_ASM32362v1		9					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1336	4452201						2012/12/07 00:00		
SAMN02403014	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/605/GCA_000323605.1_ASM32360v1		780441					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	817	4525764						2012/12/07 00:00		
SAMN02403013	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/585/GCA_000323585.1_ASM32358v1		735					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	882	4423715						2012/12/07 00:00		
SAMN02403012	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/565/GCA_000323565.1_ASM32356v1		7338					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1074	4344510						2012/12/07 00:00		
SAMN02403011	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/545/GCA_000323545.1_ASM32354v1		710317					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1119	4449879						2012/12/07 00:00		
SAMN02403010	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/525/GCA_000323525.1_ASM32352v1		71021					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1489	4493411						2012/12/07 00:00		
SAMN02403009	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/505/GCA_000323505.1_ASM32350v1		7					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	768	4539616						2012/12/07 00:00		
SAMN02403008	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/485/GCA_000323485.1_ASM32348v1		620024					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1131	4503786						2012/12/07 00:00		
SAMN02403007	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/465/GCA_000323465.1_ASM32346v1		5761					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	945	4262011						2012/12/07 00:00		
SAMN02403006	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/445/GCA_000323445.1_ASM32344v1		5					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1008	4478071						2012/12/07 00:00		
SAMN02403005	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/425/GCA_000323425.1_ASM32342v1		42095					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	1119	4512584						2012/12/07 00:00		
SAMN02403004	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/405/GCA_000323405.1_ASM32340v1		42091					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	937	4495831						2012/12/07 00:00		
SAMN02403003	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/385/GCA_000323385.1_ASM32338v1		42082					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	2049	4496670						2012/12/07 00:00		
SAMN02403002	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/365/GCA_000323365.1_ASM32336v1		42013					Historical variations in mutation rate in an epidemic pathogen, Yersinia pestis.	Cui;Yu;Yan;Li;Li;Jombart;Weinert;Wang;Guo;Xu;Zhang;Zheng;Qin;Xiao;Wu;Wang;Zhou;Qi;Du;Wu;Yang;Cao;Wang;Wang;Yao;Rakin;Li;Falush;Balloux;Achtman;Song;Wang;Yang	877	4495101						2012/12/07 00:00		
